id,site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,ref_type,ref_type2,ref_title,ref_address,ref_author,ref_journal,doi,ref_institution,ref_institution2,ref_web,ref_year,ref_original
21,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,20,12,2006,2006,1639,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
22,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,3,12,2007,2007,1383,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
23,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,4,11,2008,2008,2210,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
24,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,29,12,2008,2008,2742,1,chicks,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
25,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,10,12,2009,2009,1900,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
26,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,21,12,2010,2010,1319,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
27,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,17,11,2011,2011,2213,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
28,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,28,1,2014,2013,2297,1,chicks,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
29,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,4,12,2014,2014,1916,1,nests,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
30,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,26,12,2015,2015,1828,1,nests,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
31,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,31,12,2017,2017,1704,1,nests,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
32,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,27,12,2018,2018,1943,1,nests,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
33,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,king penguin,3,12,2007,2007,1,1,adults,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
34,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,king penguin,26,11,2008,2008,1,1,adults,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
35,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,king penguin,2,12,2008,2008,1,1,adults,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
36,Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,king penguin,10,12,2009,2009,1,1,adults,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
37,Aitken Cove,AITK,48.2,-44.525,-60.738,chinstrap penguin,28,12,1983,1983,3300,4,nests,ground,article,NA,A survey of penguin breeding populations at the South Orkey Islands,NA,"Sally Poncet ""J&eacute;r&ocirc;me Poncet""",British Antarctic Survey Bulletin,NA,NA,NA,NA,1985,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""71--81""  </sub>title [1] ""{A survey of penguin breeding populations at the South Orkey Islands}""  </sub>volume [1] ""68""  </sub>year [1] ""1985""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1985survey"" attr( ""dateobj"") [1] ""1985-01-01 CST"""
38,Aitken Cove,AITK,48.2,-44.525,-60.738,chinstrap penguin,22,1,2019,2018,3000,5,nests,vhr,article,NA,A global population assessment of the chinstrap penguin (Pygoscelis antarctica),NA,"Noah Strycker ""Michael Wethington"" ""Alex Borowicz"" ""Steve Forrest"" ""Chandi Witharana"" ""Tom Hart"" [7] ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-020-76479-3,NA,NA,https://doi.org/10.1038/s41598-020-76479-3,2020,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
39,Alcock Island,ALCO,48.1,-61.127,-64.24,chinstrap penguin,NA,NA,1989,1989,3000,4,nests,NA,Book,NA,The distribution and abundance of Antarctic and Subantarctic penguins,Cambridge United Kingdom,Eric J. Woehler </sub>publisher,NA,NA,Scientific Committee on Antarctic Research (SCAR),NA,NA,1993,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""Eric J. Woehler""  </sub>publisher [1] ""Scientific Committee on Antarctic Research (SCAR)""  </sub>title [1] ""{The distribution and abundance of Antarctic and Subantarctic penguins}""  </sub>year [1] ""1993""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""woehler1993distribution"" attr( ""dateobj"") [1] ""1993-01-01 CST"""
40,Alcock Island,ALCO,48.1,-61.127,-64.24,chinstrap penguin,5,1,1998,1997,605,2,nests,ground,article,NA,The status of breeding birds at Cierva Point and surroundings Danco Coast Antarctic Peninsula,NA,"Marco Favero ""Nestor R. Coria"" ""Maria Paula Beron""",Polish Polar Research,NA,NA,NA,NA,2000,"</sub>author [1] ""Marco Favero""      ""N&eacute;stor R. Coria""   ""Maria Paula Beron""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""3--4""  </sub>pages [1] ""181--187""  </sub>title [1] ""{The status of breeding birds at Cierva Point and surroundings  Danco Coast  Antarctic Peninsula}""  </sub>volume [1] ""21""  </sub>year [1] ""2000""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""favero2000status"" attr( ""dateobj"") [1] ""2000-01-01 CST"""
41,Alcock Island,ALCO,48.1,-61.127,-64.24,chinstrap penguin,9,2,2011,2010,1100,1,nests,ground,article,NA,Abundance and breeding distribution of seabirds in the northern part of the Danco Coast Antarctic Peninsula,NA,"Diego Gonzalez-Zevallos ""Maria Mercedes Santos"" ""Emilce F. Rombol&aacute;"" ""Mariana A. Ju&aacute;res"" ""Nestor R. Coria""",Polar Research,10.3402/polar.v32i0.11133,NA,NA,http://dx.doi.org/10.3402/polar.v32i0.11133,2013,"</sub>author [1] ""Diego Gonz&aacute;lez-Zevallos"" ""Mar&iacute;a Mercedes Santos""   ""Emilce F. Rombol&aacute;""       ""Mariana A. Ju&aacute;res""       ""N&eacute;stor R. Coria""          </sub>doi [1] ""10.3402/polar.v32i0.11133""  </sub>journal [1] ""Polar Research""  </sub>number [1] ""0""  </sub>pages [1] ""1--7""  </sub>title [1] ""{Abundance and breeding distribution of seabirds in the northern part of the Danco Coast  Antarctic Peninsula}""  </sub>volume [1] ""32""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.3402/polar.v32i0.11133""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""gonzalez-zevallos2013abundance"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
42,Alcock Island,ALCO,48.1,-61.127,-64.24,chinstrap penguin,10,12,2010,2010,1016,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
43,Alcock Island,ALCO,48.1,-61.127,-64.24,chinstrap penguin,17,1,2021,2020,519,3,nests,uav,Dataset - Unpublished,NA,NA,NA,"Heather J. Lynch ""Tom Hart""",NA,NA,NA,NA,https://www.zooniverse.org/projects/penguintom79/penguin-watch,2023,"</sub>author [1] ""Heather J. Lynch"" ""Tom Hart""          </sub>field [1] ""Dataset""  </sub>title [1] ""{Unpublished Data}""  </sub>year [1] ""2023""  </sub>`bdsk-url-1` [1] ""https://www.zooniverse.org/projects/penguintom79/penguin-watch""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchhartunpublished"" attr( ""dateobj"") [1] ""2023-01-01 CST"""
44,Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,28,11,1995,1995,8,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
45,Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,2,12,1995,1995,6,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
46,Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,13,12,1995,1995,6,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
47,Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,16,12,1995,1995,6,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
48,Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,25,11,1996,1996,9,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
49,Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,23,11,1997,1997,6,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
50,Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,4,12,1997,1997,8,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
51,Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,16,1,2006,2005,111,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
